Name,Membership,Category,Description,Address,Phone
 PT. Cakrabuana Langgeng Sukses,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  PT Cakrabuana Langgeng Sukses adalah Perusahaan yang bergerak dibidang perdagangan Gas Industri dan Gas Medis, Medical Equipment serta Welding & Cutting Equipment, Instalasi Sentral Gas Medis, Regulator, kawat las ( Welding Electrode )
Berkedudukan di Perkantoran Mutiara Vinezia Residen Blok C3 No.26 Dayeuh Cileungsi Bogor, Telepon. 021 29564344 HP. 081241266889 / 082245428834
email : sales.cakrabuana@ gasindustri.com
website www.cakrabuanalanggengsukses.com dan www.gasindustri.com
PT Cakrabuana Langgeng Sukses menyediakan produk produk gas industri, welding equipment, medical equipment yang berkualitas tinggi serta pelayanan yang ramah dan memuaskan.
Tersedia berbagai Produk Regulator, flowmeter, Suction Unit, Kompresor.
Perusahaan kami didukung oleh tenaga kerja yang berpengalaman dan ahli dibidangnya.
Data Perusahaan:
Nama : PT Cakrabuana Langgeng Sukses
Alamat : Mutiara Vinezia Residen Blok C3 No.26 Dayeuh Cileungsi Bogor
TDP No. : 09.04.146.345039
SIUP No. : 03715-05/ PM/ 1.824.271
NPWP : 31.587.460.2.003.000
Produk Produk Kami :
1. Oxygen Gas / Cair O2
2. Nitrogen Gas/ Cair N2
3. Argon Gas/ Cair A
4. Carbon Dioxide Co2
5. Nitrous Oxida N2O
6. Helium He
7. Amoniax C3H4
8. Instalasi Gas Medis / Industri, LPG
9. Regulator
10. Kawat Las Dan Mesin Las
11. Alat Kesehatan
12. Tabung Baja
13. Amoniak
14. LPG
15. Sulfur Hexafluoride / SF6
16. HydrogenProduk / Jasa Utama
Menjual:Gas Industri; Welding & Cutting; Instalasi gas dan Medical EquipmentProduk Produk kami:1. Oksigen gas dan cair2. Nitrogen gas dan cair3. Cabondioxida4. Argon5. Hedrogen6. Helium7. Kawat Las, Regulator, Flom meter dll8. Instalasi gas medis dan industri9. Medical Equipment ","Mutiara Vinezia Residen Blok C3 No.26 Dayeuh Cileungsi Bogor, Bogor, Jawa Barat, Indonesia",
 PT. Kharisma Tekindo Persada,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  PT. Kharisma Tekindo Persada merupakan pemasok listrik untuk daerah berbahaya & industrial, kami memasok aksesoris, kotak persimpangan, pembuat panel, pemasangan kabel, kelenjar kabel, pencahayaan, tiang, bahan curah dan catu daya manusia. Produk yang kami jual memiliki kualitas bagus dan harga yang kompetitif. ","Office 88, Jl. Cassablanca Kav 88, Jakarta Selatan, DKI Jakarta, Indonesia",+62 811-9996-685
 PT. Total Inpro Multitech,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  PT. Total Inpro Multitech adalah system integrator terbaik Indonesia schneider selama 2 tahun berturut-turut (2012 - 2014).Berfokus pada penyediaan solusi terbaik untuk otomasi, elektrikal dan instrumentasi sebagai kontraktor, distributor, konsultan, pelatihan, maintenance, engineering service.Perusahaan kami berdiri pada tahun 2008. Kami berlokasi di Jakarta, Cibitung dan Bali, dengan 2 gudang dan 2 kantor perwakilan. ","Ruko Mega Grosir Cempaka Mas, Blok G No. 10, RW.8, Sumur Batu, Kemayoran, RW.8, Sumur Batu, Kemayoran, Central Jakarta City, Jakarta 10640, Jakarta Pusat, DKI Jakarta, Indonesia",
 Kenco Primadea,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Kenco Primadea dikenal sebagai ahli dalam alat berkualitas di indonesia. Semangat kami adalah menyediakan solusi terbaik kepada pelanggan. Kami melayani pelanggan dari industri otomotif, konstruksi, pertambangan, minyak & gas dan industri umum.Produk kami berkualitas tinggi alat-alat industri dan pemeliharaan. Kami memiliki berbagai produk yang lengkap dari kompresor, alat-alat pneumatik, alat-alat listrik, alat-alat hidrolik, alat-alat tangan dan peralatan bengkel.Spesialisasi : 
Chicago Pneumatic, Rodcraft, Gray Tools, Dynamic, KIng Tony, Panther Pump, Ame International, Jung Hebetechnik, Husky, FestoEmail : operation10@kencoprimadea.com
WhatsApp :0821 2451 1992 ","Ruko Multiguna Blok C 9 Sektor 3A Bintaro Jaya. Tangerang Selatan, Kota Tangerang, Banten, Indonesia",+62 821-2451-1992
 Teknik Mandiri,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Teknik Mandiri adalah sebuah perusahaan yang khusus memfokuskan diri dalam memenuhi kebutuhan  industri,Rumah tangga,Proyek dan Automotive di bidang produk mechanical, electrical,handtools,welding,safety,dan Lifting pneumatic Equipment
Kami bekerja keras dan selalu melakukan yang terbaik untuk melayani pelanggan-pelanggan dimanapun dan kapanpun dalam memberikan informasi yang akurat  dan solusi yang tepat pada saat dibutuhkan. ","Jl. Setia Warga 8 No.40 Rt 10/11 Grogol Petamburan, Jakarta Barat, Jakarta Barat, DKI Jakarta, Indonesia",+62 812-1214-3333
 Legrand Indonesia,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  PT. Oscar Tunastama Indonesia didirikan tahun 2004. Kami mengkhususkan diri dalam perdagangan umum listrik, desain sistem, konsultasi dan jasa instalasi. Distributor Legrand , panel distribusi daya / switchboard manufaktur dan jasa instalasi, manajemen keamanan dan sistem komunikasi dan sistem audio visual. ","Jalan Kapuk Raya Cengkareng Blok L No. 18 Ruko Citypark, Jakarta Barat 11730, Jakarta Barat, DKI Jakarta, Indonesia",+62 812-9535-8503
 PT. Alvitama Sentosa,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Kami, PT Alvitama Sentosa adalah distributor resmi untuk jenis produk electrical explosion proof. PT. Alvitama Sentosa mengkhususkan diri pada peralatan proof explosion sebagai berikut : *Supermec* seperti: Box Panel Explosionproof , Junction Box Explosion proof, Lighting (flourescent TL/LED, lampu sorot) Explosion proof. *Euromotori* : Elektromotor Explosionproof ( pompa / dinamo).  *Auer* Signaling Equipment Explosionproof  (telepon, loudspeaker, LED beacon, Sirene motor, Sounders). *PCE*  Plug dan soket industrial: CEE Plug, CEE Socket, Taurus, Schuko, Nautilus IP 68, Switch Interlocked Socket. *Alvilite Lighting* Penerangan Lampu Industrial untuk Perkantoran , Perumahan , Pabrik , dan Gudang. Type Lampu Fluorescent TL / LED dengan material penutup Fiber , Alumunium , dan Stainlesssteel. *Alvi Box* Industrial Box Panel yang diperuntukan aplikasi pada perkantoran , Pergudangan , dan Area Pabrik ( Outdoor / Indoor ). Dengan material Box , Stainless Steel , dan Carbon Steel. 
PT. Alvitama Sentosa memberikan pengadaan produk Explosionproof dan industrial dengan mutu berkualitas, dengan melihat kebutuhan pelanggan. Sehingga konsumen mendapatkan produk yang tepat guna dalam pengaplikasian dan berkualitas. ","JL. PALEM V NO. 2 , RUKO PALEM SEMI, Kota Tangerang, Banten, Indonesia",+62 856-9209-9493
 CV. Anugerah Maju Bersama,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Anugerah Maju Bersama  atau CV Anugerah Maju Bersama merupakan perusahaan spesialis distributor explosion proof dan general elektrikal dengan berbagai produk yang banyak digunakan pada bidang industri, pertambangan, spbu, area komersil seperti hotel, apartemen, gedung perkantoran, mall dan lain-lain.
Anugerah Maju Bersama dengan pengalaman lebih dari 5 tahun sebagai distributor explosion proof untuk memenuhi pengadaan dibidang industri, pertambangan dan tempat komersil. Sehingga CV Anugerah Maju Bersama berani memberikan jaminan kualitas terbaik dan garansi untuk setiap produk yang ditawarkan.
Anugerah Maju Bersama  sangat mengerti akan kebutuhan para pelanggan khususnya akan kebutuhan pengadaan peralatan explosion proof dan general elektrikal lainnya yang telah memiliki berbagai standar sertifikasi nasional dan internasional seperti SNI, ATEX, IEC, IECEX, UL Listed, INERIS, NEMKO dan lainnya. Tentunya semua pelanggan menginginkan produk yang berkualitas serta tahan lama, sehingga awet digunakan namun dengan harga terjangkau bahkan kompetitif.Our Products:
Explosion Proof LED Lighting, Explosion Proof Junction Box, Explosion Proof Lighting Fixture, Explosion Proof Air Conditioner (AC), Explosion Proof Blower, Explosion proof Axial Fan, Explosion proof Portable blower, Explosion Proof Cable Glands, Explosion Proof Torch Light, Explosion Proof Push-button, Senter Explosion proof, Explosion Proof Switches, Lampu sorot Explosion proof, Lampu Explosion proof warning light, Explosion Proof Plugs and sockets outlet, Explosion Proof Hand Lamp, Explosion Proof Alarm Light, Lampu tembak explosion proof, Explosion Proof Load Center, Explosion Proof Portable Lighting, Explosion Proof Floodlight, Panel Switchboard Builder, Kabel Elektrikal, Inverter dan Softstater Motor, Safety Equipment Gas Detector, Led Weather Proof, Solar Panel, Solar Home System, etc.CV Anugerah Maju Bersama mampu melakukan pengadaan produk explosion proof serta general elektrikal lainnya yang berkualitas, sesuai kebutuhan pelanggan dalam jumlah sedikit maupun banyak.
Atas kepercayaan para pelanggan yang telah menggunakan produk CV Anugerah Maju Bersama yang berada di Aceh, Medan, Dumai, Duri, Riau, Bengkulu, Batam, Padang, Pekanbaru, Palembang, Plaju, Muara Enim, Prabumulih, Lampung, Jakarta, Kenari, Glodok, Tangerang, Serang, Cilegon, Cikande, Bekasi, Cikarang, Cibubur, Gunung Putri, Bogor, Sukabumi, Depok, Indramayu, Purwakarta, Subang, Cirebon, Cilacap, Bandung, Semarang, Yogyakarta, Surabaya, Bali, Kupang, Manado, Makassar, Palu, Samarinda, Pontianak, Banjarmasin, Lombok, Sumbawa, Donggi, Senoro, Bitung, Maluku, Papua, Sorong dan di wilayah Indonesia lainnya. Kepercayaan tersebut membuat CV Anugerah Maju Bersama  dengan produk explosion proof serta general elektrikal lainnya mampu berkembang hingga saat ini dan selalu menghadirkan produk yang inovatif serta meningkatkan mutu layanan yang lebih baik lagi. ","Marketing Office: Jl. Prabu KiansantangKomp. Grand Duta Ruko Amber I Blok A / 5 Tangerang Near Jakarta, Kota Tangerang, Banten, Indonesia",+62 822-5000-0930
 PT Samudra Nityatama Mulya,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Didirikan sejak tahun 1997, dengan antusias di General Mechanical - Electrical Engineering & Contractor. ","Pergudangan bizpark blok A7/ No. 7
patokan dekat united kontraktor, Jakarta Timur, DKI Jakarta, Indonesia",+62 811-879-917
 Prima Jaya Teknik,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Prima Jaya Teknik adalah usaha yang didirikan guna memenuhi kebutuhan konsumen akan produk pneumatic yang berkualitas dan terbaik. Kami merupakan spesialis di bidang pneumatic , jadi jangan segan untuk menanyakan kepada kami segala kebutuhan anda yang berkaitan dengan pneumatic. Kami memiliki cabang di Jakarta seperti : 1. LTC Glodok LT GF1 Blok A18 No 5 Hayam Wuruk Jakarta Barat ( Prima Jaya Teknik)
2. LTC Glodok LT GF2 Blok B 5 No 5 Hayam Wuruk Jakarta Barat (Artatech Jaya Sempurna)Hubungi kami sekarang untuk mendapatkan penawaran terbaik. ","LTC Glodok Lt. GF 1 Blok A 18 No. 5, Hayam Wuruk, Jakarta Barat, DKI Jakarta, Indonesia",+62 817-6855-050
 Toko Cahaya Abadi Bandung,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Cahaya Abadi Bandung merupakan distributor supplier alat alat listrik. Kami berlokasi di Bandung, Jawa Barat. Kami menjual berbagai macam alat-alat listrik dengan lengkap. Melayani pembelian dalam jumlah sedikit maupun besar. ","Jl. Banceuy Pertokoan Cikapundung baru blok EE no.17, Bandung, Jawa Barat, Indonesia",+62 812-2006-9784
 Toko Mitra Usaha,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Toko Mitra Usaha Berlokasi Di Pasar Kenari Lama Lt.Dasar Aks No.169. Kami distributor alat listrik yang menjual Juntion Box, Cable Gland, Assesories, Dll, Flexible, Conduit dengan kualitas dan harga jual terbaik. ","Pasar Kenari Lama Lt.Dasar AKS No.169, Jakarta Pusat, DKI Jakarta, Indonesia",+62 812-9352-864
 Gudang Teknik,Gold Member,Adaptor dan Socket (414),"  Profil Perusahaan  Gudang Teknik adalah distributor peralatan teknik dan petukangan yang berdiri sejak tahun 1998, Perusahaan yang bertempat di Jl.Taman Hidup Baru no 1b ini merupakan bisnis keluarga yang menerapkan pendekatan yang lebih personal kepada pelanggannya.
Beragam produk mulai dari power tools, hand tools, air tools, welding tools, safety product, hose dan lain-lain telah lama menjadi bagian dari kehidupan industri Indonesia.
Pada awal tahun 2000an perusahaan ini semakin berkembang pesat dari mulai perusahaan traditional  hingga menjadi salah satu distributor peralatan teknik terbesar di Indonesia dan kini jaringan kami sudah mencapai kurang lebih 1500 Pelanggan dari seluruh pelosok Indonesia.
MERK :
•	HADES		
•	GT-ASPEC	
•	GT-LIFE
•	GT-TOOLS		
•	NUFFOS
•	GENESIS	
•	FIREBIRD
VISI :
1.	Bertakwa kepada Tuhan YME
2.	Menciptakan SDM yang berkualitas
3.	Melayani Customer dengan sepenuh hati
MISI :
-	Menjadi salah satu distributor peralatan teknik  terbesar di Indonesia ","Jl. Taman Hidup Baru No. 1B, Jakarta Utara, DKI Jakarta, Indonesia",
 Toko Focusindo Electric,Tidak Ada,Adaptor dan Socket (414),"  Profil Perusahaan  Toko Focusindo Electric adalah sebuah perusahaan yang bergerak dalam bidang retail untuk produk Electric, Ventilation Industrial Fan. Kami berlokasi di Jl. Karantina No. 76B Medan. Produk kami sudah teruji kualitas dan keunggulannya sehingga bisa diandalkan untuk industri Anda. ","Jl. Karantina No. 76 B, Medan, Sumatera Utara, Indonesia",
 PT. Sinar Harapan Maju,Tidak Ada,Adaptor dan Socket (414),"  Profil Perusahaan  PT. SINAR HARAPAN MAJU berdiri di Jakarta pada tanggal 04 Agustus 2009 dan disahkan oleh Notaris Mariana Subagia,SH dengan akte Notaris No.01 tanggal 04 Agustus 2009.PT. SINAR HARAPAN MAJU adalah perusahaan yang bergerak di bidang GENERAL TRADING, untuk produk : MECHANICAL, ELECTRICAL & TECHNICAL EQUIPMENT. Sejauh ini perusahaan kami telah mendapatkan kepercayaan dari perusahaan-perusahaan yang bergerak dibidang Power Plant, Otomotif dan Penerbangan yang berada di Jakarta atau di Luar Jakarta. Produk yang kami pasarkan sebagian besar didatangkan langsung dari Singapore, Eropa maupun Amerika Serikat sehingga kami dapat menjamin kualitas dari produk tersebut.PT. SINAR HARAPAN MAJU telah berkomitmen memberikan “Yang Terbaik” dalam meningkatkan mutu pelayanan sebagai bentuk kewajiban dalam memberikan kepuasan atas dasar kepercayaan yang diberikan oleh pelanggan kepada kami.Management
PT. SINAR HARAPAN MAJU
HARCO GLODOK LANTAI 5 BLOK A No. 47
JAKARTA BARAT
TELP : 021-5437 3382 ","Lindeteves Trade Center Lantai 1 Blok B25 No. 02, Jakarta Barat, DKI Jakarta, Indonesia",
 PT. Victori Saka Jaya,Tidak Ada,Adaptor dan Socket (414),"  Profil Perusahaan  PT.Victori Saka Jaya bergerak di bidang spesialis produksi baut, angkur baut, tie rod, produksi as drat, stud bolt, screw jack dan jack base.
Kami siap melayani kebutuhan custom/ special order untuk ukuran non standard.
Silahkan hubungi kami untuk mendapatkan harga dan delivery yang kompetitif dan memuaskan. ","Jln. CBD Boulevard Gading Serpong, Ruko Neo Arcade Blok A/28, Gading Serpong, Kota Tangerang, Banten, Indonesia",
 Elektrikal Mart,Tidak Ada,Adaptor dan Socket (414),"  Profil Perusahaan  Elektrikal MartElektrikal Mart www.paneldanpanelequipment.com Kami adalah perusahan general supplier di bidang pengadaan dan penjualan alat -alat listrik, Box Panel, Panel LV, Panel MDV, Panel Pompa, Panel Battery, Local Panel Compressor Oil Water Sitem, Fuel Panel Pump Loading, Dan Lain-lain.Kami telah bekerja sama dengan berbagai klien, baik di dalam Kota Jakarta maupun Luar Kota Jakarta.Apapun kebutuhan anda, Perusahaan kami akan terus berusaha mengadakan dan menyediakan dengan kualitas produk yang baik dan harga bersaing sesuai dengan komitmen kami dalam memberi kepuasan dan kepercayaan klien.Mitra Usaha HWI adalah usaha yang bergerak dalam bidang kelistrikan (perakitan panel, pembuatan box panel sesuai dengan gambar yang di inginkan atau box-box standard lokal maupun import ) serta kami menjual komponen-komponen dengan merek produk schneider, siemens, Stego,Heater, Power Supply, rishab, dinkle, Gae, Henger, Socomec, omron, phonic contac, jembo kabel, kabel 4 besar, kabel federal, kabel screen dan non screen, Busbar,  Philips, Cable gland OSCG, Hawke, dan Unibel dan juga menjual accesories seperti produk kss, fort, letatwin, canon, ibon, dinrel, kabel duck, pipa clipsal, nitto, unibel, 3M, Heatshrink dll. ink ribbon MKRS 100B, Panel Equipment,Thermostat Stego,Power Supply,Marker TubeJika ada kebutuhan silahkan hubungi kami :  Tlp.  021-62318289, 632320953, 085813351714 - 081293398578 fax. 021-62320953. Email : mitrausahahwi@gmail.com. atau cv.arungpersada@gmail.com ","Gedung HWI Glodok Lantai 2 Blok : BKS No : 40 Jl.Hayam Wuruk, Jakarta Barat, DKI Jakarta, Indonesia",
 Toko Legrand Mart,Tidak Ada,Adaptor dan Socket (414),"  Profil Perusahaan  Toko Legrand Mart Toko Legrand Mart  www.legrandproduct.com Kami adalah perusahan general supplier di bidang pengadaan dan penjualan alat -alat listrik, Box Panel, Panel LV, Panel MDV, Panel Pompa, Panel Battery, Local Panel Compressor Oil Water Sitem, Fuel Panel Pump Loading, Dan Lain-lain.Kami telah bekerja sama dengan berbagai klien, baik di dalam Kota Jakarta maupun Luar Kota Jakarta.Apapun kebutuhan anda, Perusahaan kami akan terus berusaha mengadakan dan menyediakan dengan kualitas produk yang baik dan harga bersaing sesuai dengan komitmen kami dalam memberi kepuasan dan kepercayaan klien.Mitra Usaha HWI adalah usaha yang bergerak dalam bidang kelistrikan (perakitan panel, pembuatan box panel sesuai dengan gambar yang di inginkan atau box-box standard lokal maupun import ) serta kami menjual komponen-komponen dengan merek produk Legrand : Heater, Power Supply, rishab, dinkle, Gae, Henger, Socomec, omron, phonic contac, jembo kabel, kabel 4 besar, kabel federal, kabel screen dan non screen, Busbar,  Philips, Cable gland OSCG, Hawke, dan Unibel.Kami menyediakan aneka kebutuhan peralatan listrik untuk mendukung kegiatan kontraktor, Mechanical Engineer, Technical Elektrikal, Design Interior, Perkantoran, Mall, Rumah Sakit dalam pengadaan semua barang yang dibutuhkan untuk instalasi listrik dengan produk utama yaitu Plug,Socket,Krustin,Saklar,Terminal blok,Stop Kontak,Kabel Konektor,Timer omnirex,niloe,Surface mounting,busbar sisir,panel mounting,Belanko dan produk produk  LEGRAND lainnya. kami siap membantu anda jika membutuhkan produk kami dengan melalui alamat email mandirijayaelectrindo@gmail.com / cv.arungpersada@gmail.com atau di nomor telepon 021 - 62318298 / 021 - 62320953 / 08561317531
087870037200 fax 021 - 62320953 ","HWI Lindeteves Lt. 2 BKS.39 Jl. Hayam Wuruk, Jakarta Barat, DKI Jakarta, Indonesia",
 Faedah Teknik,Tidak Ada,Adaptor dan Socket (414),"  Profil Perusahaan  Kami adalah perusahaan yang bergerak dibidang supplier hardware dan tools yang berdiri sejak tahun 1969. Kami melayani segala kebutuhan akan alat-alat pertukangan dari berbagai merk terkenal dari produsen yang berasal dari negara Amerika, Eropa dan Asia.Kami juga melayani kebutuhan purna jual untuk tetap menjaga kepuasan dan kepercayaan dari para pelanggan kami, dimana banyak perusahaan yang tidak dapat memenuhi kebutuhan layanan purna jual tersebut.Dengan keunggulan dari produk-produk yang kami miliki, maka Faedah Hardware & Tools dengan tegas menyatakan “One Stop Solution of Hardware & Tools”.Kami menspesialisasikan di industri product sebagai berikut:
- Power tools
- Hand tools
- Air tools
- Machinery
- Safety
- Hydraulic & Lifting
- Cut & Grind tools
- Weld & Cut
- Measurement ","Jl. Bogor No. 40, Medan, Sumatera Utara, Indonesia",
